,Linear reg,Ridge,Lasso,ElasticNet,RFE,RF,Corr.,MIC,Mean
Math SPG Grade_F,0.64,0.38,0.33,0.35,0.5,0.0,0.02,0.06,0.28
EOGMathGr3_CACR_LEP,0.64,0.44,0.33,0.36,0.32,0.0,0.02,0.15,0.28
EOGSubjects_CACR_TwoorMoreRaces,0.64,0.36,0.33,0.36,0.49,0.0,0.02,0.06,0.28
EOGReadingGr3-8_CACR_AmericanIndian,0.64,0.44,0.33,0.36,0.45,0.0,0.01,0.03,0.28
EOGGr5_CACR_LEP,0.64,0.4,0.33,0.36,0.38,0.0,0.0,0.05,0.27
"calendar_type_txt_Vocational Education, Traditional Calendar",0.64,0.44,0.33,0.36,0.38,0.0,0.0,0.0,0.27
EOGSubjects_CACR_SWD,0.64,0.4,0.33,0.36,0.13,0.0,0.08,0.24,0.27
EOGMathGr4_CACR_Black,0.64,0.42,0.33,0.36,0.27,0.0,0.0,0.12,0.27
SPG Grade_F,0.64,0.4,0.33,0.36,0.37,0.0,0.0,0.03,0.27
SPG Grade_D,0.64,0.39,0.33,0.36,0.37,0.0,0.03,0.05,0.27
SPG Grade_C,0.64,0.4,0.33,0.37,0.37,0.0,0.0,0.02,0.27
EOGMathGr5_CACR_AIG,0.64,0.41,0.32,0.35,0.25,0.0,0.04,0.15,0.27
SPG Grade_A+NG,0.64,0.39,0.33,0.36,0.43,0.0,0.0,0.03,0.27
EOGMathGr4_CACR_AIG,0.64,0.41,0.33,0.36,0.24,0.0,0.03,0.16,0.27
EOGMathGr5_CACR_Asian,0.64,0.44,0.33,0.36,0.3,0.0,0.0,0.07,0.27
EOGReadingGr3-8_CACR_TwoorMoreRaces,0.64,0.44,0.33,0.36,0.35,0.0,0.0,0.04,0.27
EOGReadingGr3_GLP_LEP,0.64,0.4,0.33,0.36,0.23,0.0,0.02,0.15,0.27
EOCMathI_CACR_Black,0.64,0.45,0.33,0.36,0.05,0.0,0.04,0.3,0.27
EOGGr5_CACR_White,0.64,0.42,0.33,0.36,0.06,0.0,0.1,0.28,0.27
Grad_project_status_Y,0.64,0.43,0.33,0.37,0.28,0.0,0.02,0.1,0.27
Reading SPG Grade_D,0.64,0.4,0.34,0.37,0.32,0.0,0.03,0.06,0.27
EOGReadingGr3_CACR_Hispanic,0.64,0.42,0.33,0.36,0.24,0.0,0.02,0.12,0.27
books_per_student,0.64,0.43,0.33,0.36,0.3,0.01,0.0,0.12,0.27
EOGMathGr3_CACR_Black,0.64,0.44,0.34,0.37,0.25,0.0,0.0,0.13,0.27
Deductible points Ct LT25K,0.64,0.07,0.18,0.14,0.86,0.0,0.02,0.24,0.27
EOCMathI_CACR_TwoorMoreRaces,0.64,0.43,0.33,0.36,0.31,0.0,0.0,0.1,0.27
Reading SPG Grade_B,0.64,0.39,0.33,0.36,0.33,0.0,0.04,0.07,0.27
EOGGr3_CACR_SWD,0.64,0.42,0.33,0.36,0.04,0.0,0.08,0.28,0.27
SciGr5&8_pTarget_PctMet,0.64,0.42,0.33,0.36,0.23,0.0,0.03,0.12,0.27
Reading SPG Grade_C,0.64,0.37,0.33,0.36,0.33,0.0,0.03,0.09,0.27
EOCSubjects_CACR_AmericanIndian,0.64,0.4,0.33,0.36,0.29,0.0,0.0,0.02,0.26
EOCSubjects_CACR_Asian,0.64,0.44,0.33,0.36,0.21,0.0,0.0,0.1,0.26
calendar_type_txt_Hospital School,0.64,0.43,0.33,0.36,0.35,0.0,0.0,0.0,0.26
EOCMathI_CACR_White,0.64,0.43,0.33,0.36,0.16,0.0,0.0,0.12,0.26
EOGReadingGr4_CACR_AmericanIndian,0.64,0.44,0.33,0.36,0.26,0.0,0.0,0.04,0.26
advance_dgr_pct,0.64,0.42,0.35,0.38,0.15,0.0,0.06,0.1,0.26
EOCMathI_CACR_AmericanIndian,0.64,0.43,0.33,0.36,0.28,0.0,0.0,0.01,0.26
EOCMathI_CACR_LEP,0.64,0.41,0.33,0.36,0.31,0.0,0.0,0.06,0.26
EOGReadingGr5_CACR_Black,0.64,0.43,0.33,0.36,0.11,0.0,0.0,0.21,0.26
EOGMathGr3_CACR_SWD,0.64,0.41,0.33,0.36,0.16,0.0,0.04,0.11,0.26
EOGReadingGr5_GLP_AmericanIndian,0.64,0.47,0.33,0.36,0.28,0.0,0.0,0.02,0.26
EOGMathGr5_CACR_SWD,0.64,0.41,0.33,0.36,0.19,0.0,0.02,0.11,0.26
EOGReadingGr3-8_CACR_Hispanic,0.64,0.4,0.33,0.36,0.29,0.0,0.01,0.08,0.26
nbpts_num,0.64,0.42,0.33,0.36,0.06,0.0,0.06,0.18,0.26
digital_media_pct,0.64,0.44,0.33,0.38,0.26,0.0,0.0,0.02,0.26
EOGReadingGr3_CACR_Black,0.64,0.4,0.33,0.36,0.26,0.0,0.0,0.13,0.26
EOGGr4_CACR_TwoorMoreRaces,0.64,0.4,0.33,0.35,0.36,0.0,0.0,0.04,0.26
Pct of Anticipation Loans,0.64,0.31,0.06,0.07,0.72,0.02,0.01,0.22,0.26
EOGGr4_CACR_Asian,0.64,0.43,0.33,0.36,0.2,0.0,0.01,0.1,0.26
EVAAS Growth Status_NotMet,0.64,0.4,0.33,0.36,0.33,0.0,0.0,0.02,0.26
EOGGr3_CACR_LEP,0.64,0.41,0.33,0.36,0.04,0.0,0.03,0.24,0.26
Reading SPG Grade_F,0.64,0.4,0.33,0.36,0.32,0.0,0.0,0.03,0.26
Does Not Meet Expected Growth_TCHR_Student Growth_Pct,0.64,0.44,0.34,0.37,0.18,0.0,0.06,0.06,0.26
EOGScienceGr5&8_CACR_Asian,0.64,0.41,0.33,0.36,0.29,0.0,0.0,0.09,0.26
student_num,0.64,0.43,0.33,0.36,0.09,0.0,0.0,0.13,0.25
crime_per_c_num,0.64,0.42,0.33,0.36,0.03,0.01,0.0,0.18,0.25
long_susp_per_c_num,0.64,0.43,0.33,0.38,0.1,0.0,0.04,0.05,0.25
EOGReadingGr4_CACR_LEP,0.64,0.43,0.33,0.36,0.18,0.0,0.0,0.03,0.25
EOGMathGr4_CACR_AmericanIndian,0.64,0.38,0.33,0.36,0.26,0.0,0.0,0.04,0.25
EOGGr4_GLP_LEP,0.64,0.42,0.33,0.36,0.16,0.0,0.01,0.1,0.25
EOGMathGr5_CACR_LEP,0.64,0.44,0.33,0.36,0.23,0.0,0.0,0.02,0.25
EOGMathGr5_CACR_AmericanIndian,0.64,0.44,0.33,0.36,0.2,0.0,0.0,0.02,0.25
EOGMathGr4_CACR_SWD,0.64,0.42,0.33,0.36,0.12,0.0,0.03,0.1,0.25
EOGMathGr4_CACR_Hispanic,0.64,0.42,0.34,0.36,0.09,0.0,0.02,0.13,0.25
EOGMathGr4_CACR_Asian,0.64,0.41,0.33,0.36,0.2,0.0,0.0,0.05,0.25
EOGMathGr3_CACR_Hispanic,0.64,0.41,0.33,0.36,0.1,0.0,0.02,0.13,0.25
EOGMathGr3-8_CACR_Asian,0.64,0.41,0.33,0.36,0.11,0.0,0.01,0.11,0.25
EOGMathGr3-8_CACR_AIG,0.64,0.42,0.33,0.36,0.01,0.0,0.04,0.19,0.25
EOGGr4_CACR_LEP,0.64,0.41,0.33,0.36,0.17,0.0,0.01,0.09,0.25
EOGReadingGr4_CACR_SWD,0.64,0.43,0.33,0.36,0.12,0.0,0.02,0.08,0.25
EOGGr4_CACR_Black,0.64,0.41,0.33,0.36,0.15,0.0,0.0,0.1,0.25
EOGGr3_CACR_TwoorMoreRaces,0.64,0.41,0.33,0.36,0.22,0.0,0.01,0.04,0.25
EOGGr3_CACR_Asian,0.64,0.43,0.33,0.36,0.11,0.0,0.01,0.11,0.25
EOGGr3_CACR_AmericanIndian,0.64,0.39,0.33,0.36,0.27,0.0,0.0,0.04,0.25
EOGGr3_CACR_AIG,0.64,0.43,0.35,0.37,0.06,0.0,0.02,0.16,0.25
EOG/EOCSubjects_CACR_LEP,0.64,0.37,0.33,0.36,0.14,0.0,0.03,0.1,0.25
EOCSubjects_GLP_LEP,0.64,0.41,0.33,0.36,0.14,0.0,0.0,0.1,0.25
EOCSubjects_CACR_SWD,0.64,0.4,0.33,0.36,0.13,0.0,0.01,0.1,0.25
EOGReadingGr3-8_CACR_SWD,0.64,0.41,0.33,0.36,0.03,0.0,0.06,0.17,0.25
wap_per_classroom,0.64,0.41,0.33,0.36,0.22,0.0,0.01,0.06,0.25
EOGReadingGr5_GLP_LEP,0.64,0.39,0.33,0.36,0.23,0.0,0.0,0.03,0.25
EOGScienceGr5&8_GLP_LEP,0.64,0.44,0.33,0.36,0.19,0.0,0.0,0.05,0.25
EOGScienceGr5&8_CACR_LEP,0.64,0.41,0.33,0.36,0.19,0.0,0.0,0.05,0.25
EOGReadingGr5_CACR_AmericanIndian,0.64,0.39,0.33,0.36,0.27,0.0,0.0,0.02,0.25
EOGScienceGr5&8_CACR_AmericanIndian,0.64,0.4,0.33,0.36,0.22,0.0,0.0,0.02,0.25
EOGScienceGr5_CACR_LEP,0.64,0.43,0.33,0.36,0.18,0.0,0.0,0.03,0.25
Meets Expected Growth_TCHR_Student Growth_Pct,0.64,0.42,0.33,0.35,0.09,0.01,0.04,0.13,0.25
EOGScienceGr5&8_CACR_AIG,0.64,0.42,0.33,0.36,0.21,0.0,0.01,0.06,0.25
EOGScienceGr5_GLP_LEP,0.64,0.41,0.33,0.36,0.18,0.0,0.0,0.02,0.24
expelled_per_c_num,0.64,0.41,0.33,0.36,0.16,0.0,0.0,0.01,0.24
EOGGr4_CACR_AmericanIndian,0.64,0.42,0.33,0.36,0.15,0.0,0.0,0.04,0.24
EOGGr3_CACR_Black,0.64,0.42,0.33,0.36,0.03,0.0,0.0,0.12,0.24
EOGReadingGr4_CACR_Hispanic,0.64,0.43,0.33,0.36,0.04,0.0,0.02,0.13,0.24
EOGGr5_CACR_Asian,0.64,0.43,0.33,0.36,0.01,0.0,0.01,0.11,0.24
EOG/EOCSubjects_CACR_Hispanic,0.64,0.43,0.33,0.37,0.13,0.0,0.02,0.03,0.24
EOG/EOCSubjects_CACR_AmericanIndian,0.64,0.42,0.33,0.36,0.05,0.0,0.02,0.07,0.24
EOCSubjects_CACR_LEP,0.64,0.44,0.33,0.36,0.09,0.0,0.0,0.07,0.24
EOCMathI_CACR_Asian,0.64,0.41,0.33,0.36,0.15,0.0,0.0,0.07,0.24
Domestic production activities deduction Amt 75KLT100K,0.64,0.08,0.19,0.16,0.67,0.01,0.01,0.17,0.24
Byod_Yes,0.64,0.41,0.33,0.36,0.12,0.0,0.0,0.05,0.24
EOGReadingGr3_CACR_SWD,0.64,0.41,0.33,0.35,0.06,0.0,0.04,0.12,0.24
pct_eds,0.64,0.42,0.33,0.36,0.11,0.0,0.02,0.07,0.24
EOGGr5_CACR_Black,0.64,0.44,0.33,0.36,0.08,0.0,0.0,0.11,0.24
EOGMathGr4_CACR_LEP,0.64,0.41,0.33,0.36,0.14,0.0,0.0,0.04,0.24
EOGReadingGr3_CACR_AmericanIndian,0.64,0.42,0.33,0.36,0.1,0.0,0.0,0.04,0.24
EOGReadingGr4_GLP_LEP,0.64,0.43,0.33,0.36,0.14,0.0,0.0,0.03,0.24
EOGMathGr5_CACR_TwoorMoreRaces,0.64,0.42,0.33,0.36,0.12,0.0,0.0,0.01,0.24
EOGReadingGr4_GLP_SWD,0.64,0.41,0.33,0.36,0.04,0.0,0.03,0.12,0.24
EOGMathGr4_CACR_TwoorMoreRaces,0.64,0.43,0.33,0.36,0.08,0.0,0.0,0.04,0.24
EOGReadingGr5_CACR_LEP,0.64,0.43,0.33,0.36,0.13,0.0,0.0,0.02,0.24
"calendar_type_txt_Special Education, Traditional Calendar",0.64,0.43,0.33,0.36,0.17,0.0,0.0,0.01,0.24
EOGMathGr3_GLP_SWD,0.64,0.43,0.33,0.36,0.02,0.0,0.05,0.11,0.24
EOGMathGr3_CACR_Asian,0.64,0.41,0.33,0.36,0.1,0.0,0.0,0.06,0.24
EOGMathGr3_CACR_AIG,0.64,0.43,0.34,0.37,0.01,0.0,0.01,0.09,0.24
State Gap Compared_Y,0.64,0.43,0.33,0.36,0.02,0.0,0.0,0.04,0.23
EOGGr5_CACR_TwoorMoreRaces,0.64,0.42,0.33,0.36,0.07,0.0,0.01,0.04,0.23
EOGMathGr3_CACR_TwoorMoreRaces,0.64,0.42,0.33,0.36,0.02,0.0,0.0,0.04,0.23
Not Demostrated_TCHR_Standard 2_Pct,0.64,0.41,0.33,0.36,0.07,0.0,0.0,0.01,0.23
stud_internet_comp_num,0.64,0.43,0.33,0.36,0.02,0.01,0.0,0.05,0.23
EOCMathI_GLP_LEP,0.64,0.43,0.33,0.36,0.03,0.0,0.0,0.08,0.23
EOGScienceGr5_CACR_AmericanIndian,0.64,0.41,0.33,0.36,0.08,0.0,0.0,0.02,0.23
EOGScienceGr5&8_CACR_TwoorMoreRaces,0.64,0.42,0.33,0.36,0.0,0.0,0.0,0.08,0.23
EOGGr5_CACR_AmericanIndian,0.64,0.43,0.33,0.36,0.05,0.0,0.0,0.01,0.23
Not Demostrated_TCHR_Standard 1_Pct,0.64,0.43,0.33,0.36,0.07,0.0,0.0,0.01,0.23
Exceeds Expected Growth_TCHR_Student Growth_Pct,0.64,0.41,0.32,0.33,0.0,0.0,0.01,0.03,0.22
Not Demostrated_TCHR_Standard 4_Pct,0.64,0.42,0.33,0.36,0.01,0.0,0.0,0.02,0.22
Year,0.61,0.42,0.33,0.36,0.93,0.0,,0.0,
