unit_code,School_Name,Lea_Name,County,Year,Index Rate,Violent Rate,Property Rate,Murder Rate,Rape Rate,Robbery Rate,Assault Rate,Burglary Rate,Larceny Rate,MVT Rate,Arson Rate
410385,Gillespie Park Elementary,Guilford County Schools,Guilford County,2017,"3,612.0",596.6,"3,015.4",13.3,25.4,168.2,389.7,622.0,"2,168.2",225.2,26.1
410423,"Jefferson Elementary, Greensboro",Guilford County Schools,Guilford County,2017,"3,612.0",596.6,"3,015.4",13.3,25.4,168.2,389.7,622.0,"2,168.2",225.2,26.1
410421,Jamestown Middle,Guilford County Schools,Guilford County,2017,"3,612.0",596.6,"3,015.4",13.3,25.4,168.2,389.7,622.0,"2,168.2",225.2,26.1
410397,Guilford Middle,Guilford County Schools,Guilford County,2017,"3,612.0",596.6,"3,015.4",13.3,25.4,168.2,389.7,622.0,"2,168.2",225.2,26.1
410396,High School Ahead Academy,Guilford County Schools,Guilford County,2017,"3,612.0",596.6,"3,015.4",13.3,25.4,168.2,389.7,622.0,"2,168.2",225.2,26.1
410424,Jesse Wharton Elem,Guilford County Schools,Guilford County,2017,"3,612.0",596.6,"3,015.4",13.3,25.4,168.2,389.7,622.0,"2,168.2",225.2,26.1
410394,Grimsley High,Guilford County Schools,Guilford County,2017,"3,612.0",596.6,"3,015.4",13.3,25.4,168.2,389.7,622.0,"2,168.2",225.2,26.1
410402,Otis L Hairston Sr Middle,Guilford County Schools,Guilford County,2017,"3,612.0",596.6,"3,015.4",13.3,25.4,168.2,389.7,622.0,"2,168.2",225.2,26.1
410403,Hampton Elem Univ Partnership,Guilford County Schools,Guilford County,2017,"3,612.0",596.6,"3,015.4",13.3,25.4,168.2,389.7,622.0,"2,168.2",225.2,26.1
410395,Early College at Guilford,Guilford County Schools,Guilford County,2017,"3,612.0",596.6,"3,015.4",13.3,25.4,168.2,389.7,622.0,"2,168.2",225.2,26.1
410406,High Point Central High,Guilford County Schools,Guilford County,2017,"3,612.0",596.6,"3,015.4",13.3,25.4,168.2,389.7,622.0,"2,168.2",225.2,26.1
410407,Dorothy Kendall Kearns Academy at HPC,Guilford County Schools,Guilford County,2017,"3,612.0",596.6,"3,015.4",13.3,25.4,168.2,389.7,622.0,"2,168.2",225.2,26.1
410409,"Hunter Elementary, Greensboro",Guilford County Schools,Guilford County,2017,"3,612.0",596.6,"3,015.4",13.3,25.4,168.2,389.7,622.0,"2,168.2",225.2,26.1
410408,Middle College GTCC High Point,Guilford County Schools,Guilford County,2017,"3,612.0",596.6,"3,015.4",13.3,25.4,168.2,389.7,622.0,"2,168.2",225.2,26.1
410415,Jackson Middle,Guilford County Schools,Guilford County,2017,"3,612.0",596.6,"3,015.4",13.3,25.4,168.2,389.7,622.0,"2,168.2",225.2,26.1
410418,Jamestown Elementary,Guilford County Schools,Guilford County,2017,"3,612.0",596.6,"3,015.4",13.3,25.4,168.2,389.7,622.0,"2,168.2",225.2,26.1
410388,General Greene Elementary,Guilford County Schools,Guilford County,2017,"3,612.0",596.6,"3,015.4",13.3,25.4,168.2,389.7,622.0,"2,168.2",225.2,26.1
410390,GC Middle College High,Guilford County Schools,Guilford County,2017,"3,612.0",596.6,"3,015.4",13.3,25.4,168.2,389.7,622.0,"2,168.2",225.2,26.1
410391,Penn-Griffin Schools,Guilford County Schools,Guilford County,2017,"3,612.0",596.6,"3,015.4",13.3,25.4,168.2,389.7,622.0,"2,168.2",225.2,26.1
410412,Irving Park Elementary,Guilford County Schools,Guilford County,2017,"3,612.0",596.6,"3,015.4",13.3,25.4,168.2,389.7,622.0,"2,168.2",225.2,26.1
420346,Northwest Halifax High,Halifax County Schools,Halifax County,2017,"3,617.1",506.5,"3,110.6",21.3,19.4,104.8,360.9,"1,077.0","1,956.0",77.6,11.6
420358,Southeast Halifax High,Halifax County Schools,Halifax County,2017,"3,617.1",506.5,"3,110.6",21.3,19.4,104.8,360.9,"1,077.0","1,956.0",77.6,11.6
420340,Inborden Elementary,Halifax County Schools,Halifax County,2017,"3,617.1",506.5,"3,110.6",21.3,19.4,104.8,360.9,"1,077.0","1,956.0",77.6,11.6
420376,William R Davie Middle,Halifax County Schools,Halifax County,2017,"3,617.1",506.5,"3,110.6",21.3,19.4,104.8,360.9,"1,077.0","1,956.0",77.6,11.6
420328,Everetts Elementary,Halifax County Schools,Halifax County,2017,"3,617.1",506.5,"3,110.6",21.3,19.4,104.8,360.9,"1,077.0","1,956.0",77.6,11.6
420324,Enfield Middle,Halifax County Schools,Halifax County,2017,"3,617.1",506.5,"3,110.6",21.3,19.4,104.8,360.9,"1,077.0","1,956.0",77.6,11.6
420316,Scotland Neck Elementary School,Halifax County Schools,Halifax County,2017,"3,617.1",506.5,"3,110.6",21.3,19.4,104.8,360.9,"1,077.0","1,956.0",77.6,11.6
420304,Aurelian Springs Elementary,Halifax County Schools,Halifax County,2017,"3,617.1",506.5,"3,110.6",21.3,19.4,104.8,360.9,"1,077.0","1,956.0",77.6,11.6
420336,Hollister Elementary,Halifax County Schools,Halifax County,2017,"3,617.1",506.5,"3,110.6",21.3,19.4,104.8,360.9,"1,077.0","1,956.0",77.6,11.6
420LEA,,Halifax County Schools,Halifax County,2017,"3,617.1",506.5,"3,110.6",21.3,19.4,104.8,360.9,"1,077.0","1,956.0",77.6,11.6
420348,Pittman Elementary,Halifax County Schools,Halifax County,2017,"3,617.1",506.5,"3,110.6",21.3,19.4,104.8,360.9,"1,077.0","1,956.0",77.6,11.6
430316,Boone Trail Elementary,Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
430320,Buies Creek Elementary,Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
430LEA,,Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
430386,Western Harnett Middle,Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
430384,Western Harnett High,Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
430380,Wayne Avenue Elem,Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
430378,Triton High,Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
430376,South Harnett Elementary,Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
430371,Overhills High,Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
430369,Overhills Elementary,Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
430368,North Harnett Primary,Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
430358,Lillington-Shawtown Elementary,Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
430352,LaFayette Elementary,Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
430351,Highland Middle,Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
430370,Overhills Middle,Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
430348,Johnsonville Elementary,Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
430312,Benhaven Elementary,Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
430349,"Highland Elementary, Sanford",Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
430308,Angier Elementary,Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
430328,Coats Elementary,Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
430330,Coats-Erwin Middle,Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
430332,Dunn Middle,Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
430304,Anderson Creek Primary,Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
430340,Gentry Primary,Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
430344,Harnett Primary,Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
430345,STAR Academy,Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
430346,Harnett Central High,Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
430347,Harnett Central Middle,Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
430336,Erwin Elementary,Harnett County Schools,Harnett County,2017,"2,504.2",298.5,"2,205.7",9.2,19.2,51.5,218.5,724.7,"1,384.0",96.9,14.6
440364,Meadowbrook Elementary,Haywood County Schools,Haywood County,2017,"3,150.3",302.1,"2,848.2",6.6,24.9,26.6,244.0,"1,082.2","1,585.1",180.9,10.0
440LEA,,Haywood County Schools,Haywood County,2017,"3,150.3",302.1,"2,848.2",6.6,24.9,26.6,244.0,"1,082.2","1,585.1",180.9,10.0
440396,Waynesville Middle,Haywood County Schools,Haywood County,2017,"3,150.3",302.1,"2,848.2",6.6,24.9,26.6,244.0,"1,082.2","1,585.1",180.9,10.0
440390,Tuscola High,Haywood County Schools,Haywood County,2017,"3,150.3",302.1,"2,848.2",6.6,24.9,26.6,244.0,"1,082.2","1,585.1",180.9,10.0
440378,Pisgah High,Haywood County Schools,Haywood County,2017,"3,150.3",302.1,"2,848.2",6.6,24.9,26.6,244.0,"1,082.2","1,585.1",180.9,10.0
440368,North Canton Elementary,Haywood County Schools,Haywood County,2017,"3,150.3",302.1,"2,848.2",6.6,24.9,26.6,244.0,"1,082.2","1,585.1",180.9,10.0
440350,Junaluska Elementary,Haywood County Schools,Haywood County,2017,"3,150.3",302.1,"2,848.2",6.6,24.9,26.6,244.0,"1,082.2","1,585.1",180.9,10.0
440348,Hazelwood Elementary,Haywood County Schools,Haywood County,2017,"3,150.3",302.1,"2,848.2",6.6,24.9,26.6,244.0,"1,082.2","1,585.1",180.9,10.0
440346,Haywood Early College,Haywood County Schools,Haywood County,2017,"3,150.3",302.1,"2,848.2",6.6,24.9,26.6,244.0,"1,082.2","1,585.1",180.9,10.0
440332,Riverbend Elementary,Haywood County Schools,Haywood County,2017,"3,150.3",302.1,"2,848.2",6.6,24.9,26.6,244.0,"1,082.2","1,585.1",180.9,10.0
440328,Clyde Elementary,Haywood County Schools,Haywood County,2017,"3,150.3",302.1,"2,848.2",6.6,24.9,26.6,244.0,"1,082.2","1,585.1",180.9,10.0
440326,Central Haywood High,Haywood County Schools,Haywood County,2017,"3,150.3",302.1,"2,848.2",6.6,24.9,26.6,244.0,"1,082.2","1,585.1",180.9,10.0
440320,Canton Middle,Haywood County Schools,Haywood County,2017,"3,150.3",302.1,"2,848.2",6.6,24.9,26.6,244.0,"1,082.2","1,585.1",180.9,10.0
440314,"Bethel Elementary, Canton",Haywood County Schools,Haywood County,2017,"3,150.3",302.1,"2,848.2",6.6,24.9,26.6,244.0,"1,082.2","1,585.1",180.9,10.0
440349,Jonathan Valley Elementary,Haywood County Schools,Haywood County,2017,"3,150.3",302.1,"2,848.2",6.6,24.9,26.6,244.0,"1,082.2","1,585.1",180.9,10.0
440318,Bethel Middle,Haywood County Schools,Haywood County,2017,"3,150.3",302.1,"2,848.2",6.6,24.9,26.6,244.0,"1,082.2","1,585.1",180.9,10.0
450339,Glenn C Marlow Elementary,Henderson County Schools,Henderson County,2017,"1,662.0",145.7,"1,516.3",,15.8,42.1,87.7,407.2,990.7,118.5,4.4
450341,North Henderson High,Henderson County Schools,Henderson County,2017,"1,662.0",145.7,"1,516.3",,15.8,42.1,87.7,407.2,990.7,118.5,4.4
450342,Rugby Middle,Henderson County Schools,Henderson County,2017,"1,662.0",145.7,"1,516.3",,15.8,42.1,87.7,407.2,990.7,118.5,4.4
450352,West Henderson High,Henderson County Schools,Henderson County,2017,"1,662.0",145.7,"1,516.3",,15.8,42.1,87.7,407.2,990.7,118.5,4.4
450344,Sugarloaf Elementary,Henderson County Schools,Henderson County,2017,"1,662.0",145.7,"1,516.3",,15.8,42.1,87.7,407.2,990.7,118.5,4.4
450346,Upward Elementary,Henderson County Schools,Henderson County,2017,"1,662.0",145.7,"1,516.3",,15.8,42.1,87.7,407.2,990.7,118.5,4.4
450354,Henderson County Early College,Henderson County Schools,Henderson County,2017,"1,662.0",145.7,"1,516.3",,15.8,42.1,87.7,407.2,990.7,118.5,4.4
450LEA,,Henderson County Schools,Henderson County,2017,"1,662.0",145.7,"1,516.3",,15.8,42.1,87.7,407.2,990.7,118.5,4.4
450343,Balfour Education Center,Henderson County Schools,Henderson County,2017,"1,662.0",145.7,"1,516.3",,15.8,42.1,87.7,407.2,990.7,118.5,4.4
450336,"Hillandale Elementary, East Flat Rock",Henderson County Schools,Henderson County,2017,"1,662.0",145.7,"1,516.3",,15.8,42.1,87.7,407.2,990.7,118.5,4.4
450340,Mills River Elementary,Henderson County Schools,Henderson County,2017,"1,662.0",145.7,"1,516.3",,15.8,42.1,87.7,407.2,990.7,118.5,4.4
450334,Hendersonville High,Henderson County Schools,Henderson County,2017,"1,662.0",145.7,"1,516.3",,15.8,42.1,87.7,407.2,990.7,118.5,4.4
450335,Hendersonville Middle,Henderson County Schools,Henderson County,2017,"1,662.0",145.7,"1,516.3",,15.8,42.1,87.7,407.2,990.7,118.5,4.4
450301,Apple Valley Middle,Henderson County Schools,Henderson County,2017,"1,662.0",145.7,"1,516.3",,15.8,42.1,87.7,407.2,990.7,118.5,4.4
450302,Atkinson Elementary,Henderson County Schools,Henderson County,2017,"1,662.0",145.7,"1,516.3",,15.8,42.1,87.7,407.2,990.7,118.5,4.4
450306,Bruce Drysdale Elementary,Henderson County Schools,Henderson County,2017,"1,662.0",145.7,"1,516.3",,15.8,42.1,87.7,407.2,990.7,118.5,4.4
450307,"Clear Creek Elementary, Hendersonville",Henderson County Schools,Henderson County,2017,"1,662.0",145.7,"1,516.3",,15.8,42.1,87.7,407.2,990.7,118.5,4.4
450324,Etowah Elementary,Henderson County Schools,Henderson County,2017,"1,662.0",145.7,"1,516.3",,15.8,42.1,87.7,407.2,990.7,118.5,4.4
450316,East Henderson High,Henderson County Schools,Henderson County,2017,"1,662.0",145.7,"1,516.3",,15.8,42.1,87.7,407.2,990.7,118.5,4.4
450322,Edneyville Elementary,Henderson County Schools,Henderson County,2017,"1,662.0",145.7,"1,516.3",,15.8,42.1,87.7,407.2,990.7,118.5,4.4
450328,"Flat Rock Middle, East Flat Rock",Henderson County Schools,Henderson County,2017,"1,662.0",145.7,"1,516.3",,15.8,42.1,87.7,407.2,990.7,118.5,4.4
450332,Fletcher Elementary,Henderson County Schools,Henderson County,2017,"1,662.0",145.7,"1,516.3",,15.8,42.1,87.7,407.2,990.7,118.5,4.4
450333,Hendersonville Elementary,Henderson County Schools,Henderson County,2017,"1,662.0",145.7,"1,516.3",,15.8,42.1,87.7,407.2,990.7,118.5,4.4
450308,Dana Elementary,Henderson County Schools,Henderson County,2017,"1,662.0",145.7,"1,516.3",,15.8,42.1,87.7,407.2,990.7,118.5,4.4
460LEA,,Hertford County Schools,Hertford County,2017,"3,138.3",268.3,"2,870.0",17.0,8.5,55.4,187.4,966.6,"1,745.9",157.6,8.5
460340,CS Brown High,Hertford County Schools,Hertford County,2017,"3,138.3",268.3,"2,870.0",17.0,8.5,55.4,187.4,966.6,"1,745.9",157.6,8.5
460332,Riverview Elementary,Hertford County Schools,Hertford County,2017,"3,138.3",268.3,"2,870.0",17.0,8.5,55.4,187.4,966.6,"1,745.9",157.6,8.5
460322,Hertford Co Early College,Hertford County Schools,Hertford County,2017,"3,138.3",268.3,"2,870.0",17.0,8.5,55.4,187.4,966.6,"1,745.9",157.6,8.5
460318,Hertford County Middle,Hertford County Schools,Hertford County,2017,"3,138.3",268.3,"2,870.0",17.0,8.5,55.4,187.4,966.6,"1,745.9",157.6,8.5
460312,Bearfield Primary,Hertford County Schools,Hertford County,2017,"3,138.3",268.3,"2,870.0",17.0,8.5,55.4,187.4,966.6,"1,745.9",157.6,8.5
460308,Ahoskie Elementary,Hertford County Schools,Hertford County,2017,"3,138.3",268.3,"2,870.0",17.0,8.5,55.4,187.4,966.6,"1,745.9",157.6,8.5
460320,Hertford County High,Hertford County Schools,Hertford County,2017,"3,138.3",268.3,"2,870.0",17.0,8.5,55.4,187.4,966.6,"1,745.9",157.6,8.5
181344,Viewmont Elementary,Hickory City Schools,Hickory City,,,,,,,,,,,,
181342,"Southwest Elementary, Hickory",Hickory City Schools,Hickory City,,,,,,,,,,,,
181336,"Oakwood Elementary, Hickory",Hickory City Schools,Hickory City,,,,,,,,,,,,
181332,Longview Elementary,Hickory City Schools,Hickory City,,,,,,,,,,,,
181312,Northview Middle,Hickory City Schools,Hickory City,,,,,,,,,,,,
181322,Hickory High,Hickory City Schools,Hickory City,,,,,,,,,,,,
181318,Hickory Career Arts Magnet High School,Hickory City Schools,Hickory City,,,,,,,,,,,,
181316,Grandview Middle,Hickory City Schools,Hickory City,,,,,,,,,,,,
181LEA,,Hickory City Schools,Hickory City,,,,,,,,,,,,
181326,W M Jenkins Elementary,Hickory City Schools,Hickory City,,,,,,,,,,,,
470LEA,,Hoke County Schools,Hoke County,2017,"2,536.4",178.0,"2,358.4",11.5,5.7,40.2,120.6,930.3,"1,338.1",90.0,1.9
470336,West Hoke Elementary,Hoke County Schools,Hoke County,2017,"2,536.4",178.0,"2,358.4",11.5,5.7,40.2,120.6,930.3,"1,338.1",90.0,1.9
470442,Sandy Grove Middle,Hoke County Schools,Hoke County,2017,"2,536.4",178.0,"2,358.4",11.5,5.7,40.2,120.6,930.3,"1,338.1",90.0,1.9
470441,Sandy Grove Elementary,Hoke County Schools,Hoke County,2017,"2,536.4",178.0,"2,358.4",11.5,5.7,40.2,120.6,930.3,"1,338.1",90.0,1.9
470346,Upchurch Elementary,Hoke County Schools,Hoke County,2017,"2,536.4",178.0,"2,358.4",11.5,5.7,40.2,120.6,930.3,"1,338.1",90.0,1.9
470342,J W Turlington School,Hoke County Schools,Hoke County,2017,"2,536.4",178.0,"2,358.4",11.5,5.7,40.2,120.6,930.3,"1,338.1",90.0,1.9
470340,Rockfish Hoke Elementary,Hoke County Schools,Hoke County,2017,"2,536.4",178.0,"2,358.4",11.5,5.7,40.2,120.6,930.3,"1,338.1",90.0,1.9
470332,East Hoke Middle,Hoke County Schools,Hoke County,2017,"2,536.4",178.0,"2,358.4",11.5,5.7,40.2,120.6,930.3,"1,338.1",90.0,1.9
470330,Hawk Eye Elementary,Hoke County Schools,Hoke County,2017,"2,536.4",178.0,"2,358.4",11.5,5.7,40.2,120.6,930.3,"1,338.1",90.0,1.9
470328,Scurlock Elementary,Hoke County Schools,Hoke County,2017,"2,536.4",178.0,"2,358.4",11.5,5.7,40.2,120.6,930.3,"1,338.1",90.0,1.9
470316,J W McLauchlin Elementary,Hoke County Schools,Hoke County,2017,"2,536.4",178.0,"2,358.4",11.5,5.7,40.2,120.6,930.3,"1,338.1",90.0,1.9
470312,Hoke County High,Hoke County Schools,Hoke County,2017,"2,536.4",178.0,"2,358.4",11.5,5.7,40.2,120.6,930.3,"1,338.1",90.0,1.9
470310,Don D Steed Elementary,Hoke County Schools,Hoke County,2017,"2,536.4",178.0,"2,358.4",11.5,5.7,40.2,120.6,930.3,"1,338.1",90.0,1.9
470443,SandHoke Early College High,Hoke County Schools,Hoke County,2017,"2,536.4",178.0,"2,358.4",11.5,5.7,40.2,120.6,930.3,"1,338.1",90.0,1.9
470320,West Hoke Middle,Hoke County Schools,Hoke County,2017,"2,536.4",178.0,"2,358.4",11.5,5.7,40.2,120.6,930.3,"1,338.1",90.0,1.9
480306,Mattamuskeet Elementary,Hyde County Schools,Hyde County,,,,,,,,,,,,
480316,Ocracoke School,Hyde County Schools,Hyde County,,,,,,,,,,,,
480318,Mattamuskeet Early College High,Hyde County Schools,Hyde County,,,,,,,,,,,,
480LEA,,Hyde County Schools,Hyde County,,,,,,,,,,,,
490342,Monticello School,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490344,Mount Mourne School,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490345,N B Mills Elementary,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490LEA,,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490390,Woodland Heights Elementary,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490384,West Iredell Middle,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490380,West Iredell High,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490368,Union Grove Elementary,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490366,Troutman Middle,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490364,Troutman Elementary,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490363,Third Creek Elementary,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490362,South Iredell High,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490360,Shepherd Elementary,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490356,"Sharon Elementary, Statesville",Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490355,Crossroads Arts Sciences Early College,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490354,Statesville High,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490352,Statesville Middle,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490350,Pressly School,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490349,North Iredell Middle,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490348,Scotts Elementary,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490338,Lakeshore Middle,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490337,Lakeshore Elementary,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490335,Lake Norman High,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490346,North Iredell High,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490308,"Brawley Middle, Mooresville",Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490310,Career Academy and Technical School,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490312,Celeste Henkel Elementary,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490316,"Central Elementary, Statesville",Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490336,Lake Norman Elementary,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490318,Coddle Creek Elementary,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490347,Northview School,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490320,Collaborative College for Technology,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490324,Cool Spring Elementary,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490326,East Iredell Elementary,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490327,East Iredell Middle,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490332,Harmony Elementary,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
490319,Cloverleaf Elementary,Iredell-Statesville Schools,Iredell-Statesville,,,,,,,,,,,,
500302,Blue Ridge Early College,Jackson County Schools,Jackson County,2017,"3,099.3",251.0,"2,848.3",2.6,35.9,2.6,210.0,"1,406.2","1,291.0",151.1,12.8
500304,Cullowhee Valley School,Jackson County Schools,Jackson County,2017,"3,099.3",251.0,"2,848.3",2.6,35.9,2.6,210.0,"1,406.2","1,291.0",151.1,12.8
500314,"Fairview Elementary, Sylva",Jackson County Schools,Jackson County,2017,"3,099.3",251.0,"2,848.3",2.6,35.9,2.6,210.0,"1,406.2","1,291.0",151.1,12.8
500323,Jackson Co Early College,Jackson County Schools,Jackson County,2017,"3,099.3",251.0,"2,848.3",2.6,35.9,2.6,210.0,"1,406.2","1,291.0",151.1,12.8
500324,Jackson Co Sch of Alternatives,Jackson County Schools,Jackson County,2017,"3,099.3",251.0,"2,848.3",2.6,35.9,2.6,210.0,"1,406.2","1,291.0",151.1,12.8
500332,Scotts Creek Elementary,Jackson County Schools,Jackson County,2017,"3,099.3",251.0,"2,848.3",2.6,35.9,2.6,210.0,"1,406.2","1,291.0",151.1,12.8
500337,Smokey Mountain Elementary,Jackson County Schools,Jackson County,2017,"3,099.3",251.0,"2,848.3",2.6,35.9,2.6,210.0,"1,406.2","1,291.0",151.1,12.8
500340,Smoky Mountain High,Jackson County Schools,Jackson County,2017,"3,099.3",251.0,"2,848.3",2.6,35.9,2.6,210.0,"1,406.2","1,291.0",151.1,12.8
500LEA,,Jackson County Schools,Jackson County,2017,"3,099.3",251.0,"2,848.3",2.6,35.9,2.6,210.0,"1,406.2","1,291.0",151.1,12.8
500316,Blue Ridge School,Jackson County Schools,Jackson County,2017,"3,099.3",251.0,"2,848.3",2.6,35.9,2.6,210.0,"1,406.2","1,291.0",151.1,12.8
510396,West Smithfield Elementary,Johnston County Schools,Johnston County,2017,"1,873.0",166.1,"1,706.9",1.6,8.6,38.0,117.9,553.6,"1,059.0",94.3,2.7
510412,Clayton Middle,Johnston County Schools,Johnston County,2017,"1,873.0",166.1,"1,706.9",1.6,8.6,38.0,117.9,553.6,"1,059.0",94.3,2.7
510358,McGee's Crossroads Elem,Johnston County Schools,Johnston County,2017,"1,873.0",166.1,"1,706.9",1.6,8.6,38.0,117.9,553.6,"1,059.0",94.3,2.7
510357,Johnston Co Middle College,Johnston County Schools,Johnston County,2017,"1,873.0",166.1,"1,706.9",1.6,8.6,38.0,117.9,553.6,"1,059.0",94.3,2.7
510356,Glendale-Kenly Elementary,Johnston County Schools,Johnston County,2017,"1,873.0",166.1,"1,706.9",1.6,8.6,38.0,117.9,553.6,"1,059.0",94.3,2.7
