unit_code,School_Name,Lea_Name,County,Year,Index Rate,Violent Rate,Property Rate,Murder Rate,Rape Rate,Robbery Rate,Assault Rate,Burglary Rate,Larceny Rate,MVT Rate,Arson Rate
180323,Catawba Rosenwald Education Center,Catawba County Schools,Catawba County,2017,"3,264.1",320.5,"2,943.6",12.1,21.1,56.2,231.1,699.2,"2,026.7",217.7,23.6
681304,Carrboro Elementary,Chapel Hill-Carrboro Schools,Chapel Hill-Carrboro,,,,,,,,,,,,
681305,Carrboro High,Chapel Hill-Carrboro Schools,Chapel Hill-Carrboro,,,,,,,,,,,,
681312,Estes Hills Elementary,Chapel Hill-Carrboro Schools,Chapel Hill-Carrboro,,,,,,,,,,,,
681309,McDougle Middle,Chapel Hill-Carrboro Schools,Chapel Hill-Carrboro,,,,,,,,,,,,
681310,Seawell Elementary,Chapel Hill-Carrboro Schools,Chapel Hill-Carrboro,,,,,,,,,,,,
681311,Ephesus Elementary,Chapel Hill-Carrboro Schools,Chapel Hill-Carrboro,,,,,,,,,,,,
681314,East Chapel Hill High,Chapel Hill-Carrboro Schools,Chapel Hill-Carrboro,,,,,,,,,,,,
681300,"Northside Elementary, Chapel Hill",Chapel Hill-Carrboro Schools,Chapel Hill-Carrboro,,,,,,,,,,,,
681316,FPG Elementary,Chapel Hill-Carrboro Schools,Chapel Hill-Carrboro,,,,,,,,,,,,
681320,"Glenwood Elementary, Chapel Hill",Chapel Hill-Carrboro Schools,Chapel Hill-Carrboro,,,,,,,,,,,,
681324,"Phillips Middle, Chapel Hill",Chapel Hill-Carrboro Schools,Chapel Hill-Carrboro,,,,,,,,,,,,
681326,McDougle Elementary,Chapel Hill-Carrboro Schools,Chapel Hill-Carrboro,,,,,,,,,,,,
681322,Culbreth Middle,Chapel Hill-Carrboro Schools,Chapel Hill-Carrboro,,,,,,,,,,,,
681330,Scroggs Elementary,Chapel Hill-Carrboro Schools,Chapel Hill-Carrboro,,,,,,,,,,,,
681332,Morris Grove Elementary,Chapel Hill-Carrboro Schools,Chapel Hill-Carrboro,,,,,,,,,,,,
681334,Rashkis Elementary,Chapel Hill-Carrboro Schools,Chapel Hill-Carrboro,,,,,,,,,,,,
681336,Smith Middle,Chapel Hill-Carrboro Schools,Chapel Hill-Carrboro,,,,,,,,,,,,
681338,Phoenix Academy High,Chapel Hill-Carrboro Schools,Chapel Hill-Carrboro,,,,,,,,,,,,
681LEA,,Chapel Hill-Carrboro Schools,Chapel Hill-Carrboro,,,,,,,,,,,,
681328,UNC Hospital School,Chapel Hill-Carrboro Schools,Chapel Hill-Carrboro,,,,,,,,,,,,
681308,Chapel Hill High,Chapel Hill-Carrboro Schools,Chapel Hill-Carrboro,,,,,,,,,,,,
600507,Providence Spring Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600514,Ranson Middle,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600503,"Piney Grove Elementary, Charlotte",Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600508,Providence High,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600509,Quail Hollow Middle,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600512,Rama Road Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600513,Randolph Middle,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600479,Northeast Middle,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600517,Reid Park Academy,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600518,Ridge Road Middle,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600519,"Sedgefield Elementary, Charlotte",Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600501,"Pinewood Elementary, Charlotte",Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600520,Sedgefield Middle,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600521,"Stoney Creek Elementary, Charlotte",Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600516,"Reedy Creek Elementary, Charlotte",Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600500,Pineville Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600488,Oaklawn Language Academy,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600498,"Performance Learning Center, Charlotte",Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600522,Selwyn Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600478,J H Gunn Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600481,Northridge Middle,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600482,Northwest School of the Arts,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600484,Oakhurst STEAM Academy,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600485,Oakdale Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600499,eLearning Academy,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600480,North Mecklenburg High,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600491,Olde Providence Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600492,Park Road Montessori,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600493,Palisades Park Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600494,Paw Creek Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600496,Phillip O Berry Academy of Technology,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600497,Piedmont IB Middle,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600489,Bruns Academy,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600527,Shamrock Gardens Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600693,Olympic High - Renaissance School,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600532,Waddell Language Academy,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600579,West Mecklenburg High,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600586,Winding Springs Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600587,Windsor Park Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600588,Winget Park Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600589,Winterfield Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600590,River Gate Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600577,Westerly Hills Academy,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600592,Vance High,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600695,Olympic TEAM High School,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600696,Olympic High-Leadership and Development,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600697,Olympic High - Biotech Health Pub Admin,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600LEA,,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600445,Mallard Creek High,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600474,Newell Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600694,Olympic High-Math Eng Tech Science,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600576,West Charlotte High,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600574,Walter G Byers School,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600571,Irwin Academic Center,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600534,Smithfield Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600535,South Mecklenburg High,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600537,South Charlotte Middle,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600538,Southwest Middle School,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600545,Starmount Acad of Excellence,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600546,Statesville Road Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600549,Steele Creek Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600550,Sterling Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600553,Thomasboro Academy,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600557,Torrence Creek Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600558,Grand Oak Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600562,Tuckaseegee Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600565,University Park Creative Arts,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600566,University Meadows Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600567,Charlotte Engineering Early College-UNCC,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600530,"Sharon Elementary, Charlotte",Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600471,Nations Ford Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600446,Mallard Creek Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600466,Myers Park High,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600439,"Turning Point Academy, Charlotte",Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600440,Lebanon Road Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600442,Blythe Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600405,Harding University High,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600404,Harper Middle College High,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600399,Alexander Graham Middle,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600398,Greenway Park Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600397,Garinger High,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600394,Francis Bradley Middle,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600392,Polo Ridge Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600386,Hawthorne High,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600385,Endhaven Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600384,Elizabeth Traditional Elem,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600383,Elon Park Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600382,Elizabeth Lane Elem,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600381,Eastway Middle,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600379,Eastover Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600410,Hickory Grove Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600374,Druid Hills Academy,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600369,Berewick Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600368,First Ward Creative Arts Acad,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600438,Lansdowne Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600367,Dilworth Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600437,Ballantyne Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600435,Trillium Springs Montessori,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600409,Parkside Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600408,Lawrence Orr Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600406,Hawk Ridge Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600412,Hidden Valley Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600413,Highland Mill Montessori,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600468,Nathaniel Alexander Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600414,Highland Renaissance Academy,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600415,Hopewell High,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600416,Hornets Nest Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600418,Croft Community Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600420,Huntersville Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600422,Huntingtowne Farms Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600424,Idlewild Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600426,Independence High,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600428,James Martin Middle,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600429,Morehead STEM Academy,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600431,Jay M Robinson Middle,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600432,Joseph W Grier Academy,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600433,J.V. Washam Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600444,Long Creek Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600434,Kennedy Middle,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600436,Lake Wylie Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600365,Devonshire Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600377,East Mecklenburg High,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600362,David Cox Road Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600314,Bain Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600313,Bailey Middle,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600364,Military and Global Leadership Academy,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600311,Ashley Park PreK-8 School,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600308,Allenbrook Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600305,J M Alexander Middle,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600302,Ardrey Kell High,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600301,Albemarle Road Middle,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600300,Albemarle Road Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600447,Matthews Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600448,Martin Luther King Jr Middle,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600316,Barringer Academic Center,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600449,McAlpine Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600451,McKee Road Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600453,Merry Oaks International Academy,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600454,Metro School,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600455,Mint Hill Middle,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600457,Rocky River High,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600459,Montclaire Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600461,Lincoln Heights Academy,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600462,Mountain Island Lake Academy,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600463,River Oaks Academy,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600464,Myers Park Traditional,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600443,Levine Middle College High,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600450,McClintock Middle,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600317,Whitewater Middle,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600312,William Amos Hough High,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600318,Whitewater Academy,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600361,Butler High,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600357,Davidson Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600353,Crestdale Middle,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600352,Crown Point Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600351,Coulwood STEM Academy,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600349,Cotswold Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600346,Cornelius Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600345,Community House Middle,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600344,Collinswood Language Academy,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600341,Cochrane Collegiate Academy,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600338,"Clear Creek Elementary, Charlotte",Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600336,Chantilly Montessori,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600335,Billingsville Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600334,Cato Middle College High,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600329,Briarwood Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600333,Carmel Middle,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600411,Highland Creek Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600322,Beverly Woods Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600319,Berryhill School,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
600328,Barnette Elementary,Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg,,,,,,,,,,,,
42A000,KIPP Halifax College Prep,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
43C000,Anderson Creek Academy,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
45B000,FernLeaf Community Charter,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
44A000,Shining Rock Classical Academy CFA,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
45A000,The Mountain Community Sch,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
84B000,Gray Stone Day,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
81B000,Lake Lure Classical Academy,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
41K000,Piedmont Classical High School,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
41J000,Summerfield Charter Academy,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
41H000,College Prep and Leadership Academy,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
41G000,Cornerstone Charter Academy-CFA,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
41F000,Triad Math and Science Academy,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
86T000,Millennium Charter Academy,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
41L000,Gate City Charter,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
90A000,"Union Academy, Monroe",Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
41C000,Guilford Preparatory Academy,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
32H000,Research Triangle Charter,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
32D000,Kestrel Heights School,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
32C000,Carter Community Charter,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
32B000,Healthy Start Academy,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
32A000,Maureen Joy Charter School,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
87A000,Mountain Discovery,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
88A000,Brevard Academy,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
32K000,Central Park School For Child,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
81A000,Thomas Jefferson Class Academy,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
90C000,Union Prep Academy at Indian Trail,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
91A000,Vance Charter School,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
91B000,Henderson Collegiate,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
92B000,The Exploris School,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
92D000,Magellan Charter,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
92E000,Sterling Montessori Academy,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
92F000,Franklin Academy,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
90B000,Union Day School,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
41D000,"Phoenix Academy- Primary, Elem. IB MYP",Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
32L000,Voyager Academy,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
32P000,The Institute Development Young Leaders,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
41B000,Greensboro Academy,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
39B000,Oxford Preparatory,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
39A000,Falls Lake Academy,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
36C000,Mountain Island Charter School,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
36B000,Piedmont Community Charter School,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
35B000,Youngsville Academy,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
35A000,Crosscreek Charter School,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
32M000,Global Scholars Academy,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
34H000,NC Leadership Charter Academy,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
34F000,Forsyth Academy,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
34D000,Carter G Woodson School,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
34B000,Quality Education Academy,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
33A000,North East Carolina Prep,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
32S000,KIPP Durham College Preparatory,Charter and Non-District Affiliated Schools,Charter and Non-District Affiliated,,,,,,,,,,,,
