unit_code,School_Name,Lea_Name,County,Year,Crime_Rate_Index_Rate,Crime_Rate_Violent_Rate,Crime_Rate_Property_Rate,Crime_Rate_Murder_Rate,Crime_Rate_Rape_Rate,Crime_Rate_Robbery_Rate,Crime_Rate_Assault_Rate,Crime_Rate_Burglary_Rate,Crime_Rate_Larceny_Rate,Crime_Rate_MVT_Rate,Crime_Rate_Arson_Rate
010303,Alamance-Burlington Middle/Early College,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010362,Marvin B Smith Elementary,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010364,North Graham Elementary,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010372,"Pleasant Grove Elementary, Burlington",Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010374,R Homer Andrews Elementary,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010378,Ray Street Academy,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010380,South Graham Elementary,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010384,South Mebane Elementary,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010388,Southern High,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010392,Sylvan Elementary,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010394,Turrentine Middle,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010396,Walter M Williams High,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010400,Western Alamance High,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010403,Western Middle,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010406,Woodlawn Middle,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010LEA,,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010360,Hugh M Cummings High,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010358,Hillcrest Elementary,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010390,"Southern Middle, Graham",Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010354,Harvey R Newlin Elementary,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010357,Haw River Elementary,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010308,Altamahaw Ossipee Elem,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010310,Broadview Middle,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010311,Career Technical Education Center,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010312,"Highland Elementary, Burlington",Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010320,E M Yoder Elementary,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010324,Eastern Alamance High,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010326,Eastlawn Elementary,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010304,Alexander Wilson Elementary,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010353,Hawfields Middle,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010340,Elon Elementary,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010346,B Everett Jordan Elem,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010347,Garrett Elementary,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010348,Graham High,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010350,Graham Middle,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010351,Grove Park Elementary,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
010328,Edwin M Holt Elementary,Alamance-Burlington Schools,Alamance County,2014,3235.3,381.2,2854.1,2.0,19.0,86.3,274.0,823.2,1916.4,114.4,9.8
020328,Taylorsville Elementary,Alexander County Schools,Alexander County,2014,2289.2,154.9,2134.3,8.0,13.4,13.4,120.2,817.4,1226.1,90.8,26.7
020324,Sugar Loaf Elementary,Alexander County Schools,Alexander County,2014,2289.2,154.9,2134.3,8.0,13.4,13.4,120.2,817.4,1226.1,90.8,26.7
020320,Stony Point Elementary,Alexander County Schools,Alexander County,2014,2289.2,154.9,2134.3,8.0,13.4,13.4,120.2,817.4,1226.1,90.8,26.7
020316,Hiddenite Elementary,Alexander County Schools,Alexander County,2014,2289.2,154.9,2134.3,8.0,13.4,13.4,120.2,817.4,1226.1,90.8,26.7
020308,Ellendale Elementary,Alexander County Schools,Alexander County,2014,2289.2,154.9,2134.3,8.0,13.4,13.4,120.2,817.4,1226.1,90.8,26.7
020304,Bethlehem Elementary,Alexander County Schools,Alexander County,2014,2289.2,154.9,2134.3,8.0,13.4,13.4,120.2,817.4,1226.1,90.8,26.7
020302,Alexander Central High,Alexander County Schools,Alexander County,2014,2289.2,154.9,2134.3,8.0,13.4,13.4,120.2,817.4,1226.1,90.8,26.7
020330,West Alexander Middle,Alexander County Schools,Alexander County,2014,2289.2,154.9,2134.3,8.0,13.4,13.4,120.2,817.4,1226.1,90.8,26.7
020LEA,,Alexander County Schools,Alexander County,2014,2289.2,154.9,2134.3,8.0,13.4,13.4,120.2,817.4,1226.1,90.8,26.7
020306,East Alexander Middle,Alexander County Schools,Alexander County,2014,2289.2,154.9,2134.3,8.0,13.4,13.4,120.2,817.4,1226.1,90.8,26.7
020332,Wittenburg Elementary,Alexander County Schools,Alexander County,2014,2289.2,154.9,2134.3,8.0,13.4,13.4,120.2,817.4,1226.1,90.8,26.7
030304,Alleghany High,Alleghany County Schools,Alleghany County,2014,,,,,,,,,,,
030308,Glade Creek Elementary,Alleghany County Schools,Alleghany County,2014,,,,,,,,,,,
030320,Sparta Elementary,Alleghany County Schools,Alleghany County,2014,,,,,,,,,,,
030316,Piney Creek Elementary,Alleghany County Schools,Alleghany County,2014,,,,,,,,,,,
030LEA,,Alleghany County Schools,Alleghany County,2014,,,,,,,,,,,
040328,Peachland-Polkton Elem,Anson County Schools,Anson County,2014,3650.5,348.0,3302.5,15.8,7.9,59.3,265.0,1364.5,1787.7,150.3,31.6
040324,Morven Elementary,Anson County Schools,Anson County,2014,3650.5,348.0,3302.5,15.8,7.9,59.3,265.0,1364.5,1787.7,150.3,31.6
040330,Wadesboro Elementary,Anson County Schools,Anson County,2014,3650.5,348.0,3302.5,15.8,7.9,59.3,265.0,1364.5,1787.7,150.3,31.6
040LEA,,Anson County Schools,Anson County,2014,3650.5,348.0,3302.5,15.8,7.9,59.3,265.0,1364.5,1787.7,150.3,31.6
040316,Lilesville Elementary,Anson County Schools,Anson County,2014,3650.5,348.0,3302.5,15.8,7.9,59.3,265.0,1364.5,1787.7,150.3,31.6
040700,Anson New Tech High,Anson County Schools,Anson County,2014,3650.5,348.0,3302.5,15.8,7.9,59.3,265.0,1364.5,1787.7,150.3,31.6
040311,Wadesboro Primary,Anson County Schools,Anson County,2014,3650.5,348.0,3302.5,15.8,7.9,59.3,265.0,1364.5,1787.7,150.3,31.6
040306,Anson High School,Anson County Schools,Anson County,2014,3650.5,348.0,3302.5,15.8,7.9,59.3,265.0,1364.5,1787.7,150.3,31.6
040308,Ansonville Elementary,Anson County Schools,Anson County,2014,3650.5,348.0,3302.5,15.8,7.9,59.3,265.0,1364.5,1787.7,150.3,31.6
040309,Anson Middle,Anson County Schools,Anson County,2014,3650.5,348.0,3302.5,15.8,7.9,59.3,265.0,1364.5,1787.7,150.3,31.6
040305,Anson Academy,Anson County Schools,Anson County,2014,3650.5,348.0,3302.5,15.8,7.9,59.3,265.0,1364.5,1787.7,150.3,31.6
040304,Anson Co. Early College High,Anson County Schools,Anson County,2014,3650.5,348.0,3302.5,15.8,7.9,59.3,265.0,1364.5,1787.7,150.3,31.6
050LEA,,Ashe County Schools,Ashe County,2014,,,,,,,,,,,
050335,Westwood Elementary,Ashe County Schools,Ashe County,2014,,,,,,,,,,,
050330,"Mountain View Elementary, Jefferson",Ashe County Schools,Ashe County,2014,,,,,,,,,,,
050310,Blue Ridge Elementary,Ashe County Schools,Ashe County,2014,,,,,,,,,,,
050305,Ashe County Middle,Ashe County Schools,Ashe County,2014,,,,,,,,,,,
050302,Ashe County High,Ashe County Schools,Ashe County,2014,,,,,,,,,,,
060700,Avery High STEM Academy,Avery County Schools,Avery County,2014,1469.6,130.0,1339.6,,17.0,5.7,107.4,339.1,938.3,62.2,
060701,Avery High Viking Academy,Avery County Schools,Avery County,2014,1469.6,130.0,1339.6,,17.0,5.7,107.4,339.1,938.3,62.2,
060LEA,,Avery County Schools,Avery County,2014,1469.6,130.0,1339.6,,17.0,5.7,107.4,339.1,938.3,62.2,
060334,Blue Ridge Academy,Avery County Schools,Avery County,2014,1469.6,130.0,1339.6,,17.0,5.7,107.4,339.1,938.3,62.2,
060332,Riverside Elementary,Avery County Schools,Avery County,2014,1469.6,130.0,1339.6,,17.0,5.7,107.4,339.1,938.3,62.2,
060328,Newland Elementary,Avery County Schools,Avery County,2014,1469.6,130.0,1339.6,,17.0,5.7,107.4,339.1,938.3,62.2,
060322,Freedom Trail Elementary,Avery County Schools,Avery County,2014,1469.6,130.0,1339.6,,17.0,5.7,107.4,339.1,938.3,62.2,
060310,Cranberry Middle,Avery County Schools,Avery County,2014,1469.6,130.0,1339.6,,17.0,5.7,107.4,339.1,938.3,62.2,
060316,Crossnore Elementary,Avery County Schools,Avery County,2014,1469.6,130.0,1339.6,,17.0,5.7,107.4,339.1,938.3,62.2,
060304,Banner Elk Elementary,Avery County Schools,Avery County,2014,1469.6,130.0,1339.6,,17.0,5.7,107.4,339.1,938.3,62.2,
060302,Avery County High,Avery County Schools,Avery County,2014,1469.6,130.0,1339.6,,17.0,5.7,107.4,339.1,938.3,62.2,
060318,Avery Middle,Avery County Schools,Avery County,2014,1469.6,130.0,1339.6,,17.0,5.7,107.4,339.1,938.3,62.2,
070327,John C Tayloe Elementary,Beaufort County Schools,Beaufort County,2014,2976.7,302.5,2674.2,6.3,10.6,46.5,239.1,780.7,1802.5,91.0,12.7
070339,Southside High,Beaufort County Schools,Beaufort County,2014,2976.7,302.5,2674.2,6.3,10.6,46.5,239.1,780.7,1802.5,91.0,12.7
070340,S W Snowden Elementary,Beaufort County Schools,Beaufort County,2014,2976.7,302.5,2674.2,6.3,10.6,46.5,239.1,780.7,1802.5,91.0,12.7
070342,Washington High,Beaufort County Schools,Beaufort County,2014,2976.7,302.5,2674.2,6.3,10.6,46.5,239.1,780.7,1802.5,91.0,12.7
070338,P S Jones Middle,Beaufort County Schools,Beaufort County,2014,2976.7,302.5,2674.2,6.3,10.6,46.5,239.1,780.7,1802.5,91.0,12.7
070330,"Northside High, Pinetown",Beaufort County Schools,Beaufort County,2014,2976.7,302.5,2674.2,6.3,10.6,46.5,239.1,780.7,1802.5,91.0,12.7
070LEA,,Beaufort County Schools,Beaufort County,2014,2976.7,302.5,2674.2,6.3,10.6,46.5,239.1,780.7,1802.5,91.0,12.7
070329,"Northeast Elementary, Pinetown",Beaufort County Schools,Beaufort County,2014,2976.7,302.5,2674.2,6.3,10.6,46.5,239.1,780.7,1802.5,91.0,12.7
070328,John Small Elementary,Beaufort County Schools,Beaufort County,2014,2976.7,302.5,2674.2,6.3,10.6,46.5,239.1,780.7,1802.5,91.0,12.7
070326,Chocowinity Primary,Beaufort County Schools,Beaufort County,2014,2976.7,302.5,2674.2,6.3,10.6,46.5,239.1,780.7,1802.5,91.0,12.7
070302,"Eastern Elementary, Washington",Beaufort County Schools,Beaufort County,2014,2976.7,302.5,2674.2,6.3,10.6,46.5,239.1,780.7,1802.5,91.0,12.7
070311,Beaufort Co Early College High,Beaufort County Schools,Beaufort County,2014,2976.7,302.5,2674.2,6.3,10.6,46.5,239.1,780.7,1802.5,91.0,12.7
070310,B C Ed Tech Center,Beaufort County Schools,Beaufort County,2014,2976.7,302.5,2674.2,6.3,10.6,46.5,239.1,780.7,1802.5,91.0,12.7
070308,Bath Elementary,Beaufort County Schools,Beaufort County,2014,2976.7,302.5,2674.2,6.3,10.6,46.5,239.1,780.7,1802.5,91.0,12.7
070325,Chocowinity Middle,Beaufort County Schools,Beaufort County,2014,2976.7,302.5,2674.2,6.3,10.6,46.5,239.1,780.7,1802.5,91.0,12.7
080LEA,,Bertie County Schools,Bertie County,2014,2433.4,134.6,2298.8,5.0,15.0,29.9,84.8,1151.9,1072.1,74.8,10.0
080700,Bertie STEM High,Bertie County Schools,Bertie County,2014,2433.4,134.6,2298.8,5.0,15.0,29.9,84.8,1151.9,1072.1,74.8,10.0
080375,Bertie Academy,Bertie County Schools,Bertie County,2014,2433.4,134.6,2298.8,5.0,15.0,29.9,84.8,1151.9,1072.1,74.8,10.0
080362,Windsor Elementary,Bertie County Schools,Bertie County,2014,2433.4,134.6,2298.8,5.0,15.0,29.9,84.8,1151.9,1072.1,74.8,10.0
080360,Colerain Elementary,Bertie County Schools,Bertie County,2014,2433.4,134.6,2298.8,5.0,15.0,29.9,84.8,1151.9,1072.1,74.8,10.0
080356,West Bertie Elementary,Bertie County Schools,Bertie County,2014,2433.4,134.6,2298.8,5.0,15.0,29.9,84.8,1151.9,1072.1,74.8,10.0
080348,Aulander Elementary,Bertie County Schools,Bertie County,2014,2433.4,134.6,2298.8,5.0,15.0,29.9,84.8,1151.9,1072.1,74.8,10.0
080314,Bertie Middle,Bertie County Schools,Bertie County,2014,2433.4,134.6,2298.8,5.0,15.0,29.9,84.8,1151.9,1072.1,74.8,10.0
080312,Bertie High,Bertie County Schools,Bertie County,2014,2433.4,134.6,2298.8,5.0,15.0,29.9,84.8,1151.9,1072.1,74.8,10.0
080311,Bertie Early College High,Bertie County Schools,Bertie County,2014,2433.4,134.6,2298.8,5.0,15.0,29.9,84.8,1151.9,1072.1,74.8,10.0
090330,East Bladen High,Bladen County Schools,Bladen County,2014,3388.3,232.9,3155.4,14.2,0.0,45.4,173.3,1002.6,2036.4,116.4,22.7
090324,Dublin Primary,Bladen County Schools,Bladen County,2014,3388.3,232.9,3155.4,14.2,0.0,45.4,173.3,1002.6,2036.4,116.4,22.7
090352,Plain View Primary,Bladen County Schools,Bladen County,2014,3388.3,232.9,3155.4,14.2,0.0,45.4,173.3,1002.6,2036.4,116.4,22.7
090368,West Bladen High,Bladen County Schools,Bladen County,2014,3388.3,232.9,3155.4,14.2,0.0,45.4,173.3,1002.6,2036.4,116.4,22.7
090LEA,,Bladen County Schools,Bladen County,2014,3388.3,232.9,3155.4,14.2,0.0,45.4,173.3,1002.6,2036.4,116.4,22.7
090333,Elizabethtown Primary,Bladen County Schools,Bladen County,2014,3388.3,232.9,3155.4,14.2,0.0,45.4,173.3,1002.6,2036.4,116.4,22.7
090332,Elizabethtown Middle,Bladen County Schools,Bladen County,2014,3388.3,232.9,3155.4,14.2,0.0,45.4,173.3,1002.6,2036.4,116.4,22.7
090328,East Arcadia Elementary,Bladen County Schools,Bladen County,2014,3388.3,232.9,3155.4,14.2,0.0,45.4,173.3,1002.6,2036.4,116.4,22.7
090320,Clarkton School of Discovery,Bladen County Schools,Bladen County,2014,3388.3,232.9,3155.4,14.2,0.0,45.4,173.3,1002.6,2036.4,116.4,22.7
090365,Tar Heel Middle,Bladen County Schools,Bladen County,2014,3388.3,232.9,3155.4,14.2,0.0,45.4,173.3,1002.6,2036.4,116.4,22.7
090317,Bladenboro Primary,Bladen County Schools,Bladen County,2014,3388.3,232.9,3155.4,14.2,0.0,45.4,173.3,1002.6,2036.4,116.4,22.7
090315,Bladenboro Middle,Bladen County Schools,Bladen County,2014,3388.3,232.9,3155.4,14.2,0.0,45.4,173.3,1002.6,2036.4,116.4,22.7
090304,B T Washington Primary,Bladen County Schools,Bladen County,2014,3388.3,232.9,3155.4,14.2,0.0,45.4,173.3,1002.6,2036.4,116.4,22.7
090318,Bladen Lakes Primary,Bladen County Schools,Bladen County,2014,3388.3,232.9,3155.4,14.2,0.0,45.4,173.3,1002.6,2036.4,116.4,22.7
100326,North Brunswick High,Brunswick County Schools,Brunswick County,2014,2327.9,143.7,2184.2,1.8,24.0,16.0,102.0,866.7,1222.5,94.9,17.7
100332,Shallotte Middle,Brunswick County Schools,Brunswick County,2014,2327.9,143.7,2184.2,1.8,24.0,16.0,102.0,866.7,1222.5,94.9,17.7
100334,South Brunswick High,Brunswick County Schools,Brunswick County,2014,2327.9,143.7,2184.2,1.8,24.0,16.0,102.0,866.7,1222.5,94.9,17.7
100335,South Brunswick Middle,Brunswick County Schools,Brunswick County,2014,2327.9,143.7,2184.2,1.8,24.0,16.0,102.0,866.7,1222.5,94.9,17.7
100336,Southport Elementary,Brunswick County Schools,Brunswick County,2014,2327.9,143.7,2184.2,1.8,24.0,16.0,102.0,866.7,1222.5,94.9,17.7
100339,Town Creek Elementary,Brunswick County Schools,Brunswick County,2014,2327.9,143.7,2184.2,1.8,24.0,16.0,102.0,866.7,1222.5,94.9,17.7
100320,"Lincoln Elementary, Leland",Brunswick County Schools,Brunswick County,2014,2327.9,143.7,2184.2,1.8,24.0,16.0,102.0,866.7,1222.5,94.9,17.7
100342,Virginia Williamson Elem,Brunswick County Schools,Brunswick County,2014,2327.9,143.7,2184.2,1.8,24.0,16.0,102.0,866.7,1222.5,94.9,17.7
100344,Waccamaw,Brunswick County Schools,Brunswick County,2014,2327.9,143.7,2184.2,1.8,24.0,16.0,102.0,866.7,1222.5,94.9,17.7
100348,West Brunswick High,Brunswick County Schools,Brunswick County,2014,2327.9,143.7,2184.2,1.8,24.0,16.0,102.0,866.7,1222.5,94.9,17.7
100LEA,,Brunswick County Schools,Brunswick County,2014,2327.9,143.7,2184.2,1.8,24.0,16.0,102.0,866.7,1222.5,94.9,17.7
100338,Supply Elementary,Brunswick County Schools,Brunswick County,2014,2327.9,143.7,2184.2,1.8,24.0,16.0,102.0,866.7,1222.5,94.9,17.7
100316,Leland Middle,Brunswick County Schools,Brunswick County,2014,2327.9,143.7,2184.2,1.8,24.0,16.0,102.0,866.7,1222.5,94.9,17.7
100340,"Union Elementary, Shallotte",Brunswick County Schools,Brunswick County,2014,2327.9,143.7,2184.2,1.8,24.0,16.0,102.0,866.7,1222.5,94.9,17.7
100309,Cedar Grove Middle,Brunswick County Schools,Brunswick County,2014,2327.9,143.7,2184.2,1.8,24.0,16.0,102.0,866.7,1222.5,94.9,17.7
100308,Brunswick County Academy,Brunswick County Schools,Brunswick County,2014,2327.9,143.7,2184.2,1.8,24.0,16.0,102.0,866.7,1222.5,94.9,17.7
100307,Brunswick County Early College,Brunswick County Schools,Brunswick County,2014,2327.9,143.7,2184.2,1.8,24.0,16.0,102.0,866.7,1222.5,94.9,17.7
100304,Bolivia Elementary,Brunswick County Schools,Brunswick County,2014,2327.9,143.7,2184.2,1.8,24.0,16.0,102.0,866.7,1222.5,94.9,17.7
100302,Belville Elementary,Brunswick County Schools,Brunswick County,2014,2327.9,143.7,2184.2,1.8,24.0,16.0,102.0,866.7,1222.5,94.9,17.7
100310,Jessie Mae Monroe Elementary,Brunswick County Schools,Brunswick County,2014,2327.9,143.7,2184.2,1.8,24.0,16.0,102.0,866.7,1222.5,94.9,17.7
110422,Estes Elementary,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
111LEA,,Asheville City Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
110416,Roberson High,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
110412,Williams Elementary,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
110410,Avery's Creek Elementary,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
110388,Pisgah Elementary,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
110401,Enka Middle,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
110384,Oakley Elementary,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
110382,North Windy Ridge Intermediate,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
110381,North Buncombe Middle,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
110380,North Buncombe High,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
110408,Sand Hill-Venable Elem,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
110428,Weaverville Elementary,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
110444,Woodfin Elementary,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
110436,West Buncombe Elementary,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
110450,Koontz Intermediate,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
110451,Eblen Intermediate,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
110LEA,,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
111302,Asheville High,Asheville City Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
111700,School of Inquiry and Life Sciences,Asheville City Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
111360,"Vance Elementary, Asheville",Asheville City Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
111356,Asheville Middle,Asheville City Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
111332,Ira B Jones Elementary,Asheville City Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
110379,North Buncombe Elementary,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
111312,"Claxton Elementary, Asheville",Asheville City Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
111306,Isaac Dickson Elementary,Asheville City Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
111304,Hall Fletcher Elementary,Asheville City Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
110432,Weaverville Primary,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
110376,Leicester Elementary,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
110420,Valley Springs Middle,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
110370,Hominy Valley Elementary,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
110372,Johnston Elementary,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
110304,Reynolds High,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
110306,Reynolds Middle,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
110308,Barnardsville Elementary,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
110318,Black Mountain Elementary,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
110320,Black Mountain Primary,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
110322,Early College,Buncombe County Schools,Buncombe County,2014,2862.6,247.4,2615.2,3.6,23.8,89.1,131.0,661.2,1777.4,176.5,15.7
